No,Preprocessed Violent toxic words,Sentiment Value
5536,jesuschrist,Negative
5537,jew,Negative
5538,jewish,Negative
5539,ji bai,Negative
5540,jibai,Negative
5541,jiga,Negative
5542,jigaboo,Negative
5543,jigg,Negative
5544,jigga,Negative
5545,jiggabo,Negative
5546,jiggaboo,Negative
5547,jigger,Negative
5548,jiggerboo,Negative
5549,jiggy,Negative
5550,jihad,Negative
5551,jijjiboo,Negative
5552,jimfish,Negative
5553,jisim,Negative
5554,jism,Negative
5555,jiss,Negative
5559,jiz,Negative
5560,jizim,Negative
5561,jizjuice,Negative
5562,jizm,Negative
5563,jizz,Negative
5564,jizzed,Negative
5565,jizzim,Negative
5566,jizzum,Negative
5569,joint,Negative
5583,jug,Negative
5584,juggalo,Negative
5585,juggs,Negative
5588,junglebunny,Negative
5590,junkie,Negative
5591,junky,Negative
5594,kaffer,Negative
5595,kaffir,Negative
5596,kaffre,Negative
5597,kafir,Negative
5601,kakki,Negative
5602,kalu pukka,Negative
5603,kan ni na,Negative
5604,kanake,Negative
5605,kanina,Negative
5606,kanker,Negative
5607,kannina,Negative
5608,kao bei,Negative
5609,kao bu,Negative
5610,kao peh,Negative
5611,kapan mage paiya,Negative
5612,kari kota,Negative
5613,kariya,Negative
5614,katata ganin,Negative
5615,katata ganing,Negative
5616,kawk,Negative
5630,kid,Negative
5632,kigger,Negative
5633,kike,Negative
5634,kill,Negative
5636,killer,Negative
5640,kimba,Negative
5641,kimbi sipa,Negative
5642,kinbaku,Negative
5654,kink,Negative
5655,kinkster,Negative
5656,kinky,Negative
5657,kinky jesus,Negative
5661,kissass,Negative
5663,kk,Negative
5664,klan,Negative
5666,klootzak,Negative
5671,knife,Negative
5674,knob,Negative
5675,knob end,Negative
5676,knobead,Negative
5677,knobed,Negative
5678,knobend,Negative
5679,knobhead,Negative
5680,knobjocky,Negative
5681,knobjokey,Negative
5682,knobz,Negative
5684,knocker,Negative
5690,knulle,Negative
5691,kock,Negative
5692,kollo gahapan,Negative
5693,kondum,Negative
5694,kondums,Negative
5695,kooch,Negative
5696,kooches,Negative
5699,koon,Negative
5700,kootch,Negative
5702,kotex,Negative
5703,krap,Negative
5704,krappy,Negative
5705,kraut,Negative
5707,kuk,Negative
5708,kuksuger,Negative
5709,kum,Negative
5710,kumbubble,Negative
5711,kumbullbe,Negative
5712,kummer,Negative
5713,kumming,Negative
5714,kumquat,Negative
5715,kums,Negative
5716,kunilingus,Negative
5717,kunnilingus,Negative
5718,kunt,Negative
5719,kunts,Negative
5720,kuntz,Negative
5721,kurac,Negative
5722,kurwa,Negative
5723,kusi,Negative
5726,kwif,Negative
5727,ky,Negative
5728,kyke,Negative
5729,kyrpa,Negative
5730,l3i | ch,Negative
5731,l3itch,Negative
5732,labium,Negative
5742,lactate,Negative
5760,lan jiao,Negative
5766,lanjiao,Negative
5768,lapdance,Negative
5781,latin,Negative
5801,lay,Negative
5819,leather restraint,Negative
5820,leather straight jacket,Negative
5821,lech,Negative
5842,lemon party,Negative
5843,len,Negative
5846,leper,Negative
5847,lesbain,Negative
5848,lesbayn,Negative
5849,lesbian,Negative
5850,lesbin,Negative
5851,lesbo,Negative
5852,lesbos,Negative
5862,lez,Negative
5863,lezbe,Negative
5864,lezbefriends,Negative
5865,lezbian,Negative
5866,lezbians,Negative
5867,lezbo,Negative
5868,lezbos,Negative
5869,lezz,Negative
5870,lezzian,Negative
5871,lezzie,Negative
5872,lezzo,Negative
5873,lezzy,Negative
5878,liberal,Negative
5882,libido,Negative
5886,lick ass,Negative
5887,lick your ass,Negative
5888,licker,Negative
5889,lickme,Negative
5890,lie,Negative
5912,limey,Negative
5919,limpdick,Negative
5921,limy,Negative
5923,lingerie,Negative
5926,lipshits,Negative
5927,lipshitz,Negative
5928,liquor,Negative
5940,livesex,Negative
5945,lmao,Negative
5946,lmfao,Negative
5947,loadedgun,Negative
5958,loin,Negative
5959,lolita,Negative
5977,looser,Negative
5979,lose | ass,Negative
5981,loser,Negative
5988,lotion,Negative
5997,lovebone,Negative
6000,lovegoo,Negative
6001,lovegun,Negative
6002,lovejuice,Negative
6007,lovemaking,Negative
6009,lovemuscle,Negative
6011,lovepistol,Negative
6013,loverocket,Negative
6023,lowlife,Negative
6031,lsd,Negative
6032,lube,Negative
6033,lubejob,Negative
6037,lucifer,Negative
6042,luckycammeltoe,Negative
6049,lugan,Negative
6065,lust,Negative
6079,lynch,Negative
6081,m | fuck,Negative
6082,m0f0,Negative
6083,m0fo,Negative
6084,m45terbate,Negative
6085,ma5terb8,Negative
6086,ma5terbate,Negative
6088,macaca,Negative
6089,mad,Negative
6098,mafia,Negative
6099,mafugly,Negative
6100,mage adare,Negative
6103,magicwand,Negative
6125,male squirt,Negative
6138,mam,Negative
6139,mamhoon,Negative
6146,manhater,Negative
6157,manpaste,Negative
6162,marijuana,Negative
6171,masochist,Negative
6172,masokist,Negative
6173,massa,Negative
6177,massterbait,Negative
6178,masstrbait,Negative
6179,masstrbate,Negative
6180,mastabate,Negative
6181,mastabater,Negative
6183,master | bate,Negative
6184,masterb8,Negative
6185,masterbaiter,Negative
6186,masterbat,Negative
6187,masterbat3,Negative
6188,masterbate,Negative
6189,masterbates,Negative
6190,masterbating,Negative
6191,masterbation,Negative
6192,masterbations,Negative
6193,masterblaster,Negative
6196,mastrabator,Negative
6197,masturbat,Negative
6198,masturbate,Negative
6199,masturbation,Negative
6203,mattressprincess,Negative
6209,maxi,Negative
6218,meatbeatter,Negative
6219,meatrack,Negative
6239,menage trois,Negative
6243,menses,Negative
6244,menstruate,Negative
6245,menstruation,Negative
6253,merd,Negative
6264,meth,Negative
6267,mexican,Negative
6268,mgger,Negative
6269,mggor,Negative
6270,mibun,Negative
6271,mickeyfinn,Negative
6272,mideast,Negative
6275,milf,Negative
6285,minority,Negative
6349,missionary position,Negative
6366,mo | fo,Negative
6374,mockey,Negative
6375,mockie,Negative
6379,mocky,Negative
6383,mof0,Negative
6384,mofo,Negative
6385,moky,Negative
6387,mole,Negative
6388,molest,Negative
6389,molestation,Negative
6390,molester,Negative
6391,molestor,Negative
6393,moneyshot,Negative
6394,monkleigh,Negative
6404,moolie,Negative
6405,mooncricket,Negative
6416,mormon,Negative
6417,moron,Negative
6424,moslem,Negative
6425,mosshead,Negative
6427,motha fucker,Negative
6428,motha fuker,Negative
6429,motha fukkah,Negative
6430,motha fukker,Negative
6431,mothafuck,Negative
6432,mothafucka,Negative
6433,mothafuckas,Negative
6434,mothafuckaz,Negative
6435,mothafucked,Negative
6436,mothafucker,Negative
6437,mothafuckers,Negative
6438,mothafuckin,Negative
6439,mothafucking,Negative
6440,mothafuckings,Negative
6441,mothafucks,Negative
6442,mother | fucker,Negative
6443,mother fucker,Negative
6444,mother fukah,Negative
6445,mother fuker,Negative
6446,mother fukkah,Negative
6447,mother fukker,Negative
6448,motherfuck,Negative
6449,motherfucka,Negative
6450,motherfucked,Negative
6451,motherfucker,Negative
6452,motherfuckin,Negative
6453,motherfucking,Negative
6454,motherfuckings,Negative
6455,motherfuckka,Negative
6456,motherfucks,Negative
6458,motherlovebone,Negative
6463,mouliewop,Negative
6464,mound venus,Negative
6473,mr hand,Negative
6474,mtherfucker,Negative
6475,mthrfucker,Negative
6476,mthrfucking,Negative
6482,muff,Negative
6483,muff diver,Negative
6484,muff puff,Negative
6485,muffdive,Negative
6486,muffdiver,Negative
6487,muffdiving,Negative
6488,muffindiver,Negative
6489,mufflikcer,Negative
6490,muie,Negative
6491,mulatto,Negative
6493,mulkku,Negative
6496,muncher,Negative
6499,munt,Negative
6500,murdep,Negative
6501,murder,Negative
6502,murderer,Negative
6506,muschi,Negative
6510,muslim,Negative
6513,mutha,Negative
6514,mutha fucker,Negative
6515,mutha fukah,Negative
6516,mutha fuker,Negative
6517,mutha fukkah,Negative
6518,mutha fukker,Negative
6519,muthafecker,Negative
6520,muthafuckaz,Negative
6521,muthafucker,Negative
6522,muthafuckker,Negative
6523,muther,Negative
6524,mutherfucker,Negative
6525,mutherfucking,Negative
6526,muthrfucking,Negative
6534,n1gga,Negative
6535,n1gger,Negative
6536,n1gr,Negative
6537,nad,Negative
6538,nads,Negative
6546,naked,Negative
6548,nambla,Negative
6549,napalm,Negative
6550,nappy,Negative
6551,narcotic,Negative
6556,nastt,Negative
6557,nasty,Negative
6558,nastybitch,Negative
6559,nastyho,Negative
6560,nastyslut,Negative
6561,nastywhore,Negative
6579,nawashi,Negative
6580,nazi,Negative
6581,nazism,Negative
6594,necro,Negative
6597,need dick,Negative
6613,negro,Negative
6614,negro s,Negative
6615,negro 's,Negative
6616,negroid,Negative
6622,neonazi,Negative
6624,nepesaurio,Negative
6654,nig,Negative
6655,nig nog,Negative
6656,niger,Negative
6657,nigerian,Negative
6658,nigg,Negative
6659,nigg3r,Negative
6660,nigg4h,Negative
6661,nigga,Negative
6662,niggah,Negative
6663,niggaracci,Negative
6664,niggard,Negative
6665,niggard s,Negative
6666,niggard 's,Negative
6667,niggarded,Negative
6668,niggarding,Negative
6669,niggardliness,Negative
6670,niggardliness s,Negative
6671,niggardliness 's,Negative
6672,niggardly,Negative
6673,niggaz,Negative
6674,nigger,Negative
6675,nigger s,Negative
6676,nigger 's,Negative
6677,niggerhead,Negative
6678,niggerhole,Negative
6679,niggle,Negative
6681,nigglings,Negative
6682,niggor,Negative
6683,niggur,Negative
6687,niglet,Negative
6688,nignog,Negative
6689,nigr,Negative
6690,nigra,Negative
6691,nigre,Negative
6692,nigur,Negative
6693,niiger,Negative
6694,niigr,Negative
6700,nimphomania,Negative
6701,nimrod,Negative
6702,ninny,Negative
6703,nip,Negative
6704,nipple,Negative
6705,nipplering,Negative
6710,nittit,Negative
6712,nlgger,Negative
6713,nlggor,Negative
6715,nob,Negative
6716,nob jokey,Negative
6717,nobhead,Negative
6719,nobjocky,Negative
6720,nobjokey,Negative
6726,nofuckingway,Negative
6749,nook,Negative
6750,nookey,Negative
6751,nookie,Negative
6752,nooky,Negative
6753,noonan,Negative
6754,nooner,Negative
6779,nsfw image,Negative
6781,nude,Negative
6782,nudger,Negative
6783,nudity,Negative
6785,nuke,Negative
6789,numbnuts,Negative
6794,nut butter,Negative
6795,nutfucker,Negative
6800,nutsack,Negative
6802,nymph,Negative
6804,nympho,Negative
6805,nymphomania,Negative
6855,octopussy,Negative
6886,omg,Negative
6894,omorashi,Negative
6908,ontherag,Negative
6930,opiate,Negative
6932,opium,Negative
6953,orafis,Negative
6954,oral,Negative
6955,orally,Negative
6959,orga,Negative
6960,organ,Negative
6964,orgasim,Negative
6965,orgasims,Negative
6966,orgasm,Negative
6967,orgasmic,Negative
6968,orgasum,Negative
6969,orgy,Negative
6970,oriface,Negative
6971,orifice,Negative
6972,orifiss,Negative
6980,orospu,Negative
6983,osama,Negative
7016,ovary,Negative
7091,ovum,Negative
7092,ovums,Negative
7094,p.u.s. y.,Negative
7095,p0rn,Negative
7098,packi,Negative
7099,packie,Negative
7100,packy,Negative
7101,paddy,Negative
7102,paedophile,Negative
7112,paiya,Negative
7113,paiyya,Negative
7114,paka,Negative
7115,pakaya,Negative
7116,paki,Negative
7117,pakie,Negative
7118,pakshet,Negative
7119,paky,Negative
7125,palesimian,Negative
7126,palestinian,Negative
7140,pansy,Negative
7141,panti,Negative
7142,pantie,Negative
7143,panty,Negative
7166,paska,Negative
7172,pastie,Negative
7173,pasty,Negative
7185,patta wesi,Negative
7189,pawn,Negative
7191,payo,Negative
7192,pcp,Negative
7205,pearlnecklace,Negative
7206,peck,Negative
7207,pecker,Negative
7208,peckerwood,Negative
7212,pedo,Negative
7213,pedobear,Negative
7214,pedophile,Negative
7215,pedophilia,Negative
7216,pedophiliac,Negative
7217,pee,Negative
7218,peehole,Negative
7220,peenus,Negative
7221,peenuss,Negative
7222,peepee,Negative
7223,peepshow,Negative
7224,peepshpw,Negative
7230,peg,Negative
7231,peinus,Negative
7232,pen1s,Negative
7235,penas,Negative
7236,pendy,Negative
7237,penetrate,Negative
7238,penetration,Negative
7239,peni,Negative
7240,peni5,Negative
7241,penial,Negative
7242,penile,Negative
7243,penis,Negative
7244,penis | breath,Negative
7245,penisfucker,Negative
7246,penthouse,Negative
7247,penus,Negative
7248,penuus,Negative
7263,period,Negative
7274,perse,Negative
7295,perv,Negative
7300,perversion,Negative
7316,peyote,Negative
7317,phallic,Negative
7318,phallus,Negative
7331,phone sex,Negative
7332,phonesex,Negative
7334,phuc,Negative
7335,phuck,Negative
7336,phuk,Negative
7337,phuked,Negative
7338,phuker,Negative
7339,phuking,Negative
7340,phukked,Negative
7341,phukker,Negative
7342,phukking,Negative
7343,phuks,Negative
7344,phungky,Negative
7345,phuq,Negative
7346,pi,Negative
7347,pi55,Negative
7348,picaninny,Negative
7349,piccaninny,Negative
7351,picka,Negative
7352,pickaninny,Negative
7360,piece shit,Negative
7361,pierdol,Negative
7364,pigfucker,Negative
7366,piker,Negative
7367,pikey,Negative
7368,piky,Negative
7371,pillowbiter,Negative
7372,pillu,Negative
7374,pimmel,Negative
7375,pimp,Negative
7376,pimper,Negative
7377,pimpis,Negative
7378,pimpjuic,Negative
7379,pimpjuice,Negative
7381,pimpsimp,Negative
7383,pindick,Negative
7384,pinko,Negative
7392,piss,Negative
7393,piss |,Negative
7394,piss pig,Negative
7395,pisser,Negative
7396,pissflaps,Negative
7397,pisshead,Negative
7398,pissin,Negative
7399,pissoff,Negative
7400,pisspig,Negative
7401,pistol,Negative
7410,pixie,Negative
7411,pixy,Negative
7412,pizda,Negative
7420,playboy,Negative
7423,playgirl,Negative
7435,pleasure chest,Negative
7456,pms,Negative
7457,pocha,Negative
7458,pocho,Negative
7459,pocketpool,Negative
7463,pohm,Negative
7472,polac,Negative
7473,polack,Negative
7474,polak,Negative
7475,pole smoker,Negative
7480,pollock,Negative
7484,pom,Negative
7485,pommie,Negative
7486,pommy,Negative
7488,ponyplay,Negative
7489,poo,Negative
7490,poof,Negative
7491,pooka lewa kaapan,Negative
7492,poon,Negative
7493,poonani,Negative
7494,poontang,Negative
7495,poontsee,Negative
7496,poop,Negative
7497,poop chute,Negative
7498,poopchute,Negative
7499,pooper,Negative
7500,pooperscooper,Negative
7505,poorwhitetrash,Negative
7506,popimp,Negative
7509,porchmonkey,Negative
7510,porn,Negative
7511,pornflick,Negative
7512,pornking,Negative
7513,porno,Negative
7514,pornography,Negative
7515,pornprincess,Negative
7527,pot,Negative
7530,potty,Negative
7532,poverty,Negative
7536,pr0n,Negative
7537,pr1c,Negative
7538,pr1ck,Negative
7539,pr1k,Negative
7571,premature,Negative
7593,preteen,Negative
7604,pric,Negative
7608,prick,Negative
7609,prickhead,Negative
7614,prig,Negative
7618,primetime,Negative
7621,prince albert pierce,Negative
7639,pro,Negative
7681,pron,Negative
7682,propaganda,Negative
7696,prostitute,Negative
7704,protestant,Negative
7717,prude,Negative
7723,pthc,Negative
7724,pu,Negative
7725,pu y,Negative
7726,pu55i,Negative
7727,pu55y,Negative
7728,pube,Negative
7729,pubes,Negative
7730,pubic,Negative
7731,pubiclice,Negative
7732,pubis,Negative
7733,pubor,Negative
7734,pud,Negative
7735,pudboy,Negative
7736,pudd,Negative
7737,puddboy,Negative
7741,puka,Negative
7742,puka deepan | pooka deepan,Negative
7743,puka diyan,Negative
7744,puka leva'kapang,Negative
7745,puke,Negative
7746,puke arinawa,Negative
7748,pula,Negative
7749,pule,Negative
7751,punany,Negative
7761,punkass,Negative
7762,punky,Negative
7763,puntang,Negative
7771,purinapricness,Negative
7775,puss,Negative
7776,pusse,Negative
7777,pussee,Negative
7778,pussi,Negative
7779,pussie,Negative
7780,pussy,Negative
7781,pussy fart,Negative
7782,pussy kisser,Negative
7783,pussy palace,Negative
7784,pussycat,Negative
7785,pussyeater,Negative
7786,pussyfucker,Negative
7787,pussylicker,Negative
7788,pussylips,Negative
7789,pussylover,Negative
7790,pussypounder,Negative
7791,pussys,Negative
7792,pusy,Negative
7793,puta,Negative
7794,putang ina mo,Negative
7795,puto,Negative
7796,puuke,Negative
7797,puuker,Negative
7801,qahbeh,Negative
7826,quashie,Negative
7828,queaf,Negative
7829,queef,Negative
7834,queer,Negative
7835,queero,Negative
7836,queerz,Negative
7854,quickie,Negative
7865,quicky,Negative
7874,quim,Negative
7894,qweers,Negative
7895,qweerz,Negative
7896,qweir,Negative
7897,r | tard,Negative
7898,ra s,Negative
7899,ra8s,Negative
7900,rabbi,Negative
7902,racial,Negative
7904,racist,Negative
7906,racy,Negative
7912,radical,Negative
7917,rage boner,Negative
7919,raghead,Negative
7933,randy,Negative
7939,rape,Negative
7941,raper,Negative
7945,rapist,Negative
7961,raunch,Negative
7962,rautenberg,Negative
7983,rearend,Negative
7984,rearentry,Negative
8014,recktum,Negative
8034,rectal,Negative
8038,rectum,Negative
8039,rectus,Negative
8046,redlight,Negative
8047,redneck,Negative
8050,reefer,Negative
8051,reestie,Negative
8052,reetard,Negative
8067,refugee,Negative
8097,reich,Negative
8099,reject,Negative
8139,remain,Negative
8160,rentafuck,Negative
8179,republican,Negative
8194,rere,Negative
8252,retard,Negative
8275,reverse cowgirl,Negative
8293,revue,Negative
8306,rib,Negative
8319,rigger,Negative
8335,rim,Negative
8336,rimjaw,Negative
8337,rimjob,Negative
8350,ritard,Negative
8353,roach,Negative
8355,robber,Negative
8381,rosy palm,Negative
8382,rosy palm sister,Negative
8388,roundeye,Negative
8393,rtard,Negative
8408,rum,Negative
8412,rump,Negative
8414,rumprammer,Negative
8422,ruski,Negative
8423,russki,Negative
8424,russkie,Negative
8428,rusty trombone,Negative
8434,s,Negative
8435,s | h | | t,Negative
8436,s | h | t,Negative
8437,s | o | b,Negative
8438,s hit,Negative
8439,s m,Negative
8440,s o b,Negative
8441,s t f u,Negative
8442,s.h.i.t.,Negative
8443,s.o.b.,Negative
8444,s0b,Negative
8462,sad horny individual,Negative
8465,sadis,Negative
8466,sadism,Negative
8467,sadist,Negative
8470,sadom,Negative
8541,samckdaddy,Negative
8557,sandbar,Negative
8559,sandm,Negative
8560,sandnigger,Negative
8576,santorum,Negative
8594,satan,Negative
8623,sausage queen,Negative
8650,scag,Negative
8652,scallywag,Negative
8657,scan notily,Negative
8664,scank,Negative
8679,scat,Negative
8684,schaffer,Negative
8685,scheiss,Negative
8688,schizo,Negative
8689,schlampe,Negative
8690,schlong,Negative
8692,schmuck,Negative
8706,scissor,Negative
8735,screw,Negative
8740,screwyou,Negative
8743,scroat,Negative
8744,scrog,Negative
8745,scrot,Negative
8746,scrote,Negative
8747,scrotum,Negative
8748,scrud,Negative
8760,scum,Negative
8762,seaman,Negative
8782,seduce,Negative
8864,semen,Negative
8891,seppo,Negative
8906,servant,Negative
8922,sex,Negative
8926,sexfarm,Negative
8927,sexhound,Negative
8928,sexhouse,Negative
8930,sexism,Negative
8931,sexkitten,Negative
8932,sexo,Negative
8933,sexpot,Negative
